code,name,date,open,high,low,close,preclose,volume,amount,turn,pctChg,isST,peTTM,pbMRQ,psTTM,pcfNcfTTM,isTrading
sh.600000,浦发银行,2022-09-01,7.23,7.29,7.2,7.23,7.27,23298388.0,169134999.27,0.0794,-0.5502,0,3.978631,0.370617,1.103792,15.7559,1
sh.600000,浦发银行,2022-09-02,7.24,7.27,7.2,7.21,7.23,19975499.0,144236248.53,0.0681,-0.2766,0,3.967625,0.369592,1.100739,15.712315,1
sh.600000,浦发银行,2022-09-05,7.18,7.27,7.14,7.26,7.21,26646247.0,192171036.58,0.0908,0.6935,0,3.99514,0.372155,1.108372,15.821277,1
sh.600000,浦发银行,2022-09-06,7.25,7.3,7.24,7.26,7.26,21866681.0,159009208.09,0.0745,0.0,0,3.99514,0.372155,1.108372,15.821277,1
sh.600000,浦发银行,2022-09-07,7.23,7.26,7.22,7.22,7.26,16568470.0,119766057.06,0.0564,-0.551,0,3.973128,0.370105,1.102266,15.734107,1
sh.600000,浦发银行,2022-09-08,7.24,7.27,7.22,7.24,7.22,14478347.0,104930852.85,0.0493,0.277,0,3.984134,0.37113,1.105319,15.777692,1
sh.600000,浦发银行,2022-09-09,7.27,7.34,7.24,7.31,7.24,32423037.0,236986664.93,0.1105,0.9669,0,4.022655,0.374718,1.116006,15.930239,1
sh.600000,浦发银行,2022-09-13,7.28,7.36,7.27,7.35,7.31,23795140.0,174338448.0,0.0811,0.5472,0,4.044667,0.376769,1.122113,16.017408,1
sh.600000,浦发银行,2022-09-14,7.29,7.34,7.27,7.28,7.35,18649011.0,136014993.74,0.0635,-0.9524,0,4.006146,0.37318,1.111426,15.864862,1
sh.600000,浦发银行,2022-09-15,7.29,7.37,7.28,7.32,7.28,31940343.0,233945046.64,0.1088,0.5495,0,4.028158,0.375231,1.117532,15.952031,1
sh.600000,浦发银行,2022-09-16,7.3,7.32,7.14,7.14,7.32,33979138.0,245252583.87,0.1158,-2.459,0,3.929105,0.366004,1.090052,15.559768,1
sh.600000,浦发银行,2022-09-19,7.16,7.2,7.1,7.16,7.14,22388073.0,160021576.57,0.0763,0.2801,0,3.940111,0.367029,1.093106,15.603353,1
sh.600000,浦发银行,2022-09-20,7.16,7.18,7.1,7.11,7.16,22247046.0,158496620.24,0.0758,-0.6983,0,3.912596,0.364466,1.085472,15.494391,1
sh.600000,浦发银行,2022-09-21,7.1,7.16,7.08,7.13,7.11,20026161.0,142605615.88,0.0682,0.2813,0,3.923602,0.365491,1.088525,15.537976,1
sh.600000,浦发银行,2022-09-22,7.11,7.14,7.08,7.12,7.13,19540404.0,138786681.54,0.0666,-0.1403,0,3.918099,0.364979,1.086999,15.516183,1
sh.600000,浦发银行,2022-09-23,7.12,7.18,7.09,7.16,7.12,21806262.0,155805817.23,0.0743,0.5618,0,3.940111,0.367029,1.093106,15.603353,1
sh.600000,浦发银行,2022-09-26,7.12,7.17,7.05,7.06,7.16,29503476.0,209607846.66,0.1005,-1.3966,0,3.885081,0.361903,1.077839,15.385429,1
sh.600000,浦发银行,2022-09-27,7.04,7.09,7.02,7.07,7.06,20128163.0,142035077.23,0.0686,0.1416,0,3.890584,0.362416,1.079365,15.407221,1
sh.600000,浦发银行,2022-09-28,7.05,7.12,7.02,7.08,7.07,25197590.0,178257967.49,0.0858,0.1414,0,3.896087,0.362928,1.080892,15.429014,1
sh.600000,浦发银行,2022-09-29,7.11,7.13,6.95,6.99,7.08,37072647.0,260386962.1,0.1263,-1.2712,0,3.846561,0.358315,1.067152,15.232882,1
sh.600000,浦发银行,2022-09-30,7.02,7.07,6.99,7.04,6.99,21572691.0,151907573.39,0.0735,0.7153,0,3.874075,0.360878,1.074785,15.341844,1
sh.600004,白云机场,2022-09-01,13.58,13.58,12.95,13.01,13.51,17298613.0,228021601.45,0.7309,-3.701,0,-60.01757,1.731191,6.392107,340.117868,1
sh.600004,白云机场,2022-09-02,13.09,13.16,12.87,13.12,13.01,10553894.0,137095779.53,0.4459,0.8455,0,-60.52502,1.745828,6.446153,342.993576,1
