code,name,date,open,high,low,close,volume,amount,turn,pctChg,isST,peTTM,pbMRQ,psTTM,pcfNcfTTM,isTrading
sh.600000,浦发银行,2024-07-01,7.69565442,7.7705513,7.6769302,7.75182708,28732962.0,237294502.06,0.0979,0.6075,0,6.346914,0.385581,1.423903,3.357732,1
sh.600000,浦发银行,2024-07-02,7.74246497,7.99524194,7.74246497,7.98587983,57345810.0,485897423.66,0.1954,3.0193,0,6.538548,0.397222,1.466895,3.459113,1
sh.600000,浦发银行,2024-07-03,7.98587983,8.0514146,7.93906928,7.98587983,46409668.0,396512668.35,0.1581,0.0,0,6.538548,0.397222,1.466895,3.459113,1
sh.600000,浦发银行,2024-07-04,8.04205249,8.07950093,7.93906928,7.9577935,44412066.0,379773335.1,0.1513,-0.3517,0,6.515552,0.395825,1.461736,3.446948,1
sh.600000,浦发银行,2024-07-05,7.99524194,8.00460405,7.76118919,7.80799974,51997018.0,436429580.84,0.1771,-1.8824,0,6.392906,0.388375,1.434221,3.382064,1
sh.600000,浦发银行,2024-07-08,7.80799974,7.94843139,7.73310286,7.89225873,45320796.0,381472461.18,0.1544,1.0791,0,6.461894,0.392566,1.449698,3.418561,1
sh.600000,浦发银行,2024-07-09,7.92970717,8.10758726,7.87353451,8.08886304,54534187.0,466546716.69,0.1858,2.4911,0,6.622867,0.402345,1.485812,3.503721,1
sh.600000,浦发银行,2024-07-10,8.08886304,8.16375992,8.0514146,8.13567359,40604560.0,352263035.89,0.1383,0.5787,0,6.661194,0.404673,1.49441,3.523997,1
sh.600000,浦发银行,2024-07-11,8.15439781,8.17312203,8.01396616,8.0514146,34946181.0,301339420.56,0.1191,-1.0357,0,6.592205,0.400482,1.478933,3.4875,1
sh.600000,浦发银行,2024-07-12,8.07950093,8.28546735,8.06077671,8.27610524,57267692.0,503070724.41,0.1951,2.7907,0,6.776174,0.411658,1.520206,3.584825,1
sh.600000,浦发银行,2024-07-15,8.26674313,8.34164001,8.2386568,8.31355368,46191487.0,409364219.89,0.1574,0.4525,0,6.806835,0.413521,1.527084,3.601046,1
sh.600000,浦发银行,2024-07-16,8.30419157,8.37908845,8.25738102,8.29482946,44680322.0,397093120.07,0.1522,-0.2252,0,6.791505,0.41259,1.523645,3.592936,1
sh.600000,浦发银行,2024-07-17,8.3322779,8.49143377,8.29482946,8.46334744,88119289.0,794489955.78,0.3002,2.0316,0,6.929481,0.420972,1.554599,3.66593,1
sh.600000,浦发银行,2024-07-18,8.49246125,8.52157826,8.35658187,8.51187259,66209504.0,575924982.46,0.2256,0.5734,0,6.722516,0.408399,1.508168,3.556439,1
sh.600000,浦发银行,2024-07-19,8.53128393,8.53128393,8.36628754,8.47304991,61941334.0,539610902.61,0.211,-0.4561,0,6.691855,0.406536,1.501289,3.540218,1
sh.600000,浦发银行,2024-07-22,8.45363857,8.47304991,8.26923084,8.32746486,63228917.0,543154122.47,0.2154,-1.7182,0,6.576875,0.399551,1.475494,3.479389,1
sh.600000,浦发银行,2024-07-23,8.36628754,8.43422723,8.33717053,8.33717053,41181512.0,356167715.47,0.1403,0.1166,0,6.58454,0.400017,1.477213,3.483445,1
